County,Date of  Incident,Practice  Review?,Notification,90 Day,6 Month,age,gender,in_home,out_home,Serious Injury,Death / Alleged maltreatment,Egregious incident,Death / Alleged suicide in out-of-home care,status
Milwaukee,2020-09-19,Yes,200919DSP-Milw-1021,200919DSP-Milw-1021-90D,200919DSP-Milw-1021-6M,,,,,,,,,Error Processing
Milwaukee,2020-09-19,No,200919DSP-Milw-1020,200919DSP-Milw-1020-90D,No,,,,,,,,,Error Processing
Wood,2020-08-31,No,200831DSP-Wood-1019,200831DSP-Wood-1019-90D,No,,,,,,,,,Error Processing
Langlade,2020-08-25,No,200825DSP-Lang-1018,200825DSP-Lang-1018-90D,No,,,,,,,,,Error Processing
Saint Croix,2020-08-15,No,200815DSP-StCro-1017,200815DSP-StCro-1017-90D,No,,,,,,,,,Error Processing
Dane,2020-07-30,No,200730DSP-Dane-1014,200730DSP-Dane-1014-90D,No,,,,,,,,,Error Processing
Rusk,2020-07-27,No,200727DSP-Rusk-1013,200727DSP-Rusk-1013-90D,No,,,,,,,,,Error Processing
La Crosse,2020-08-14,Yes,200814DSP-LaCr-1015,200814DSP-LaCr-1015-90D,200814DSP-LaCr-1015-6M,,,,,,,,,Error Processing
Brown,2020-07-27,Yes,200727DSP-Brown-1011,200727DSP-Brown-1011-90D,200727DSP-Brown-1011-6M,,,,,,,,,Error Processing
Milwaukee,2020-07-21,Yes,200721DSP-Milw-1010,200721DSP-Milw-1010-90D,200721DSP-Milw-1010-6M,,,,,,,,,Error Processing
Crawford,2020-07-10,Yes,200710DSP-Craw-1009,200710DSP-Craw-1009-90D,200710DSP-Craw-1009-6M,,,,,,,,,Error Processing
Kenosha,2020-07-10,No,200710DSP-Keno-1008,200710DSP-Keno-1008-90D,No,,,,,,,,,Error Processing
Portage,2020-06-20,Yes,200620DSP-Port-1007,200620DSP-Port-1007-90D,200620DSP-Port-1007-6M,,,,,,,,,Error Processing
Dodge,2020-06-16,No,200616DSP-Dodge-1006,200616DSP-Dodge-1006-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-06-12,No,200612DSP-Milw-1005,200612DSP-Milw-1005-90D,No,,,,,,,,,Error Processing
Rock,2020-06-09,No,200609DSP-Rock-1004,200609DSP-Rock-1004-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-06-01,No,200601DSP-Milw-1003,200601DSP-Milw-1003-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-04-26,No,200426DSP-Milw-1002,200426DSP-Milw-1002-90D,No,,,,,,,,,Error Processing
Winnebago,2020-05-22,No,200522DSP-Winn-1001,200522DSP-Winn-1001-90D,No,,,,,,,,,Error Processing
Marathon,2020-05-22,No,200522DSP-Mara-1000,200522DSP-Mara-1000-90D,No,,,,,,,,,Error Processing
Dane,2020-05-22,No,200522DSP-Dane-999,200522DSP-Dane-999-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-05-11,No,200511DSP-Milw-998,200511DSP-Milw-998-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-05-06,Yes,200506DSP-Milw-997,200506DSP-Milw-997-90D,200506DSP-Milw-997-6M,,,,,,,,,Error Processing
Columbia,2020-04-25,No,200425DSP-Colum-996,200425DSP-Colum-996-90D,No,6,F,False,True,True,False,False,False,Done
Columbia,2020-04-26,No,200426DSP-Colum-995,200426DSP-Colum-995-90D,No,2,M,False,True,True,False,False,False,Done
Marathon,2020-03-30,No,200330DSP-Mara-994,200330DSP-Mara-994-90D,No,,M,False,True,False,True,False,False,Done
Walworth,2020-04-07,No,200407DSP-Walw-993,200407DSP-Walw-993-90D,No,1,M,False,True,True,False,False,False,Done
Jackson,2020-03-31,No,200331DSP-Jack-992,200331DSP-Jack-992-90D,No,,M,False,True,True,False,False,False,Done
Brown,2020-03-31,Yes,200331DSP-Brown-991,200331DSP-Brown-991-90D,200331DSP-Brown-991-6M,5,M,False,True,False,True,False,False,Done
Milwaukee,2020-03-30,Yes,200330DSP-Milw-990,200330DSP-Milw-990-90D,200330DSP-Milw-990-6M,,,,,,,,,Error Processing
Rock,2020-03-07,No,200307DSP-Rock-989,200307DSP-Rock-989-90D,No,,,,,,,,,Error Processing
Dodge,2020-03-06,No,200306DSP-Dodge-988,200306DSP-Dodge-988-90D,No,3,M,False,True,False,True,False,False,Done
Outagamie,2020-02-26,No,200226DSP-Outag-987,No,No,3,F,False,True,False,True,False,False,Done
Sauk,2020-02-28,No,200228DSP-Sauk-986,200228DSP-Sauk-986-90D,No,2,M,False,True,False,True,False,False,Done
Outagamie,2020-02-17,No,200217DSP-Outag-985,200217DSP-Outag-985-90D,No,5,M,False,True,False,True,False,False,Done
Dane,2020-02-19,No,200219DSP-Dane-984,200219DSP-Dane-984-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-01-01,No,200101DSP-Milw-983,200101DSP-Milw-983-90D,No,,,,,,,,,Error Processing
Milwaukee,2020-02-16,No,200216DSP-Milw-982,200216DSP-Milw-982-90D,No,,,,,,,,,Error Processing
Waukesha,2020-02-08,No,200208DSP-Wauk-981,200208DSP-Wauk-981-90D,No,,,,,,,,,Error Processing
Winnebago,2020-01-18,No,200118DSP-Winn-980,200118DSP-Winn-980-90D,No,,,,,,,,,Error Processing
Vilas,2020-01-11,No,200111DSP-Vilas-979,200111DSP-Vilas-979-90D,No,,,,,,,,,Error Processing
Brown,2019-12-29,No,191229DSP-Brown-978,191229DSP-Brown-978-90D,No,,,,,,,,,Error Processing
Menominee,2020-01-07,No,200107DSP-Meno-977,200107DSP-Meno-977-90D,No,,,,,,,,,Error Processing
Iron,2020-01-08,No,200108DSP-Iron-976,200108DSP-Iron-976-90D,No,,,,,,,,,Error Processing
Douglas,2020-01-01,Yes,200107DSP-Doug-975,200107DSP-Doug-975-90D,200107DSP-Doug-975-6M,,,,,,,,,Error Processing
Oconto,2020-01-08,No,200108DSP-Ocon-974,200108DSP-Ocon-974-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-12-28,Yes,191228DSP-Milw-973,191228DSP-Milw-973-90D,191228DSP-Milw-973-6M,,,,,,,,,Error Processing
Kenosha,2019-12-26,No,191226DSP-Keno-972,191226DSP-Keno-972-90D,No,,,,,,,,,Error Processing
Wood,2019-12-26,No,191226DSP-Wood-971,191226DSP-Wood-971-90D,No,,,,,,,,,Error Processing
Racine,2019-12-27,No,191227DSP-Racin-970,191227DSP-Racin-970-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-12-18,No,191218DSP-Milw-1012,191218DSP-Milw-1012-90D,No,,,,,,,,,Error Processing
Rock,2019-12-03,No,191203DSP-Rock-969,191203DSP-Rock-969-90D,No,,,,,,,,,Error Processing
Kenosha,2019-12-10,Yes,191210DSP-Keno-968,191210DSP-Keno-968-90D,191210DSP-Keno-968-6M,,,,,,,,,Error Processing
Milwaukee,2019-12-02,No,191202DSP-Milw-967,191202DSP-Milw-967-90D,No,,,,,,,,,Error Processing
Brown,2019-11-15,No,191115DSP-Brown-966,191115DSP-Brown-966-90D,No,,,,,,,,,Error Processing
Dodge,2019-11-23,No,191123DSP-Dodge-965,191123DSP-Dodge-965-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-11-23,No,191123DSP-Milw-964,191123DSP-Milw-964-90D,No,,,,,,,,,Error Processing
Dane,2019-11-20,No,191120DSP-Dane-963,191120DSP-Dane-963-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-11-09,Yes,191109DSP-Milw-962,191109DSP-Milw-962-90D,191109DSP-Milw-962-6M,,,,,,,,,Error Processing
Dane,2019-10-23,No,191023DSP-Dane-961,191023DSP-Dane-961-90D,No,,,,,,,,,Error Processing
Waukesha,2019-10-21,No,191021DSP-Wauk-960,191021DSP-Wauk-960-90D,No,,,,,,,,,Error Processing
Saint Croix,2019-10-16,No,191016DSP-StCro-959,191016DSP-StCro-959-90D,No,,,,,,,,,No PDF
Marinette,2019-10-12,No,191012DSP-Marin-958,191012DSP-Marin-958-90D,No,,,,,,,,,Error Processing
Winnebago,2019-10-09,Yes,191009DSP-Winn-1016,191009DSP-Winn-1016-90D,191009DSP-Winn-1016-6M,,,,,,,,,Error Processing
Saint Croix,2019-10-05,No,191005DSP-StCro-957,191005DSP-StCro-957-90D,No,,,,,,,,,Error Processing
Outagamie,2019-10-07,No,191007DSP-Outag-956,191007DSP-Outag-956-90D,No,,,,,,,,,Error Processing
Brown,2019-10-02,No,191002DSP-Brown-955,191002DSP-Brown-955-90D,No,,,,,,,,,Error Processing
Winnebago,2019-09-19,No,190919DSP-Winn-954,190919DSP-Winn-954-90D,No,,,,,,,,,Error Processing
Vernon,2019-09-08,No,190908DSP-Vern-953,190908DSP-Vern-953-90D,No,,,,,,,,,Error Processing
Kenosha,2019-09-06,Yes,190906DSP-Keno-952,190906DSP-Keno-952-90D,190906DSP-Keno-952-6M,,,,,,,,,Error Processing
Milwaukee,2019-09-04,No,190904DSP-Milw-951,190904DSP-Milw-951-90D,No,,,,,,,,,Error Processing
Jackson,2019-09-04,No,190905DSP-Jack-950,190905DSP-Jack-950-90D,No,,,,,,,,,No PDF
Milwaukee,2019-08-29,Yes,190829DSP-Milw-949,190829DSP-Milw-949-90D,190829DSP-Milw-949-6M,,,,,,,,,Error Processing
Rock,2019-08-01,No,190801DSP-Rock-948,190801DSP-Rock-948-90D,No,,,,,,,,,Error Processing
Barron,2019-08-20,No,190820DSP-Barr-947,190820DSP-Barr-947-90D,No,,,,,,,,,Error Processing
Kenosha,2019-07-28,No,190728DSP-Keno-946,190728DSP-Keno-946-90D,No,,,,,,,,,Error Processing
Winnebago,2019-08-08,Yes,190808DSP-Winn-945,190808DSP-Winn-945-90D,190808DSP-Winn-945-6M,,,,,,,,,Error Processing
Rock,2019-08-01,No,190801DSP-Rock-944,190801DSP-Rock-944-90D,No,,,,,,,,,Error Processing
Washington,2019-05-31,No,190531DSP-Wash-943,190531DSP-Wash-943-90D,No,,,,,,,,,Error Processing
Marathon,2019-07-28,No,190728DSP-Mara-942,190728DSP-Mara-942-90D,No,,,,,,,,,No PDF
Trempealeau,2019-07-22,No,190722DSP-Tremp-941,190722DSP-Tremp-941-90D,No,,,,,,,,,Error Processing
Manitowoc,2019-07-19,No,190719DSP-Mani-940,190719DSP-Mani-940-90D,No,,,,,,,,,Error Processing
Waukesha,2019-07-17,No,190717DSP-Wauk-939,190717DSP-Wauk-939-90D,No,,,,,,,,,Error Processing
Winnebago,2019-07-16,Yes,190716DSP-Winn-938,190716DSP-Winn-938-90D,190716DSP-Winn-938-6M,,,,,,,,,Error Processing
Dodge,2019-02-23,No,190223DSP-Dodge-937,190223DSP-Dodge-937-90D,No,,,,,,,,,Error Processing
Iowa,2018-05-31,No,180531DSP-Iowa-936,180531DSP-Iowa-936-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-06-22,No,190622DSP-Milw-935,190622DSP-Milw-935-90D,No,,,,,,,,,Error Processing
Kenosha,2019-06-17,No,190617DSP-Keno-934,190617DSP-Keno-934-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-06-14,Yes,190614DSP-Milw-933,190614DSP-Milw-933-90D,190614DSP-Milw-933-6M,,,,,,,,,Error Processing
Polk,2019-06-04,No,190604DSP-Polk-932,190604DSP-Polk-932-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-06-10,Yes,190610DSP-Milw-931,190610DSP-Milw-931-90D,190610DSP-Milw-931-6M,,,,,,,,,Error Processing
Milwaukee,2019-06-05,Yes,190605DSP-Milw-930,190605DSP-Milw-930-90D,190605DSP-Milw-930-6M,,,,,,,,,Error Processing
Monroe,2019-06-05,No,190605DSP-Monro-929,190605DSP-Monro-929-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-06-05,Yes,190605DSP-Milw-928,190605DSP-Milw-928-90D,190605DSP-Milw-928-6M,,,,,,,,,Error Processing
Sheboygan,2019-05-31,No,190531DSP-Sheb-927,190531DSP-Sheb-927-90D,No,,,,,,,,,Error Processing
Walworth,2019-03-21,No,190321DSP-Walw-926,190321DSP-Walw-926-90D,No,,,,,,,,,Error Processing
Monroe,2019-05-25,Yes,190525DSP-Monro-925,190525DSP-Monro-925-90D,190525DSP-Monro-925-6M,,,,,,,,,No PDF
Taylor,2019-05-21,No,190521DSP-Tayl-924,190521DSP-Tayl-924-90D,No,,,,,,,,,Error Processing
Wood,2019-05-23,No,190523DSP-Wood-923,190523DSP-Wood-923-90D,No,,,,,,,,,Error Processing
Monroe,2019-05-03,No,190503DSP-Monro-922,190503DSP-Monro-922-90D,No,,,,,,,,,Error Processing
Outagamie,2019-05-02,No,190502DSP-Outag-921,190502DSP-Outag-921-90D,No,,,,,,,,,Error Processing
Eau Claire,2019-04-26,No,190426DSP-EauCl-920,190426DSP-EauCl-920-90D,No,,,,,,,,,Error Processing
Manitowoc,2019-04-26,No,190426DSP-Mani-919,190426DSP-Mani-919-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-04-22,No,190422DSP-Milw-918,190422DSP-Milw-918-90D,No,,,,,,,,,Error Processing
Outagamie,2019-04-19,No,190419DSP-Outag-917,190419DSP-Outag-917-90D,No,,,,,,,,,Error Processing
Lafayette,2019-03-23,Yes,190323DSP-Lafay-916,190323DSP-Lafay-916-90D,190323DSP-Lafay-916-6M,,,,,,,,,Error Processing
Outagamie,2019-04-06,Yes,190406DSP-Outag-915,190406DSP-Outag-915-90D,190406DSP-Outag-915-6M,,,,,,,,,Error Processing
Wood,2019-04-06,No,190406DSP-Wood-914,190406DSP-Wood-914-90D,No,,,,,,,,,Error Processing
Winnebago,2019-04-03,No,190403DSP-Winn-913,190403DSP-Winn-913-90D,No,,,,,,,,,Error Processing
Douglas,2019-03-29,No,190329DSP-Doug-912,190329DSP-Doug-912-90D,No,,,,,,,,,Error Processing
Kenosha,2019-03-27,No,190327DSP-Keno-911,190327DSP-Keno-911-90D,No,,,,,,,,,Error Processing
Rock,2019-03-22,No,190322DSP-Rock-910,190322DSP-Rock-910-90D,No,,,,,,,,,Error Processing
Monroe,2019-03-21,No,190321DSP-Monro-909,190321DSP-Monro-909-90D,No,,,,,,,,,Error Processing
Eau Claire,2019-03-12,No,190312DSP-EauCl-908,No,No,,,,,,,,,Error Processing
Milwaukee,2019-03-10,No,190310DSP-Milw-907,190310DSP-Milw-907-90D,No,,,,,,,,,Error Processing
Dane,2019-03-03,No,190303DSP-Dane-906,190303DSP-Dane-906-90D,No,,,,,,,,,Error Processing
Racine,2019-02-15,Yes,190215DSP-Racin-905,190215DSP-Racin-905-90D,190215DSP-Racin-905-6M,,,,,,,,,Error Processing
Racine,2019-02-22,No,190222DSP-Racin-904,190222DSP-Racin-904-90D,No,,,,,,,,,Error Processing
La Crosse,2019-02-21,Yes,190221DSP-LaCr-903,190221DSP-LaCr-903-90D,190221DSP-LaCr-903-6M,,,,,,,,,Error Processing
Sauk,2019-02-22,No,190222DSP-Sauk-902,190222DSP-Sauk-902-90D,No,,,,,,,,,Error Processing
Sauk,2019-02-01,Yes,190201DSP-Sauk-901,190201DSP-Sauk-901-90D,190201DSP-Sauk-901-6M,,,,,,,,,Error Processing
Rock,2019-02-15,No,190215DSP-Rock-900,190215DSP-Rock-900-90D,No,,,,,,,,,Error Processing
Oconto,2019-02-15,No,190215DSP-Ocon-899,190215DSP-Ocon-899-90D,No,,,,,,,,,Error Processing
Juneau,2019-02-12,No,190212DSP-June-898,No,No,,,,,,,,,Error Processing
Sheboygan,2019-02-08,No,190208DSP-Sheb-897,190208DSP-Sheb-897-90D,No,,,,,,,,,Error Processing
Rock,2019-02-08,No,190208DSP-Rock-896,190208DSP-Rock-896-90D,190208DSP-Rock-896-6M,,,,,,,,,Error Processing
Sawyer,2019-02-08,No,190208DSP-Sawyer-895,190208DSP-Sawyer-895-90D,No,,,,,,,,,Error Processing
Eau Claire,2019-01-27,No,190127DSP-EauCl-894,190127DSP-EauCl-894-90D,No,,,,,,,,,Error Processing
Winnebago,2018-12-09,No,181209DSP-Winn-893,181209DSP-Winn-893-90D,No,,,,,,,,,Error Processing
Winnebago,2018-11-30,No,181130DSP-Winn-892,181130DSP-Winn-892-90D,No,,,,,,,,,Error Processing
Milwaukee,2019-01-22,Yes,190122DSP-Milw-891,190122DSP-Milw-891-90D,190122DSP-Milw-891-6M,,,,,,,,,Error Processing
Milwaukee,2018-12-19,No,181219DSP-Milw-890,181219DSP-Milw-890-90D,No,,,,,,,,,Error Processing
Waukesha,2018-12-18,No,181218DSP-Wauk-889,181218DSP-Wauk-889-90D,No,,,,,,,,,Error Processing
Barron,2018-10-15,No,181015DSP-Barr-888,181015DSP-Barr-888-90D,No,,,,,,,,,Error Processing
Sheboygan,2018-12-28,Yes,181214DSP-Sheb-887,181214DSP-Sheb-887-90D,181214DSP-Sheb-887-6M,,,,,,,,,Error Processing
Walworth,2018-12-15,No,181215DSP-Walw-886,181215DSP-Walw-886-90D,No,,,,,,,,,Error Processing
Fond du Lac,2018-12-18,No,181218DSP-Fond-885,181218DSP-Fond-885-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-12-07,Yes,181207DSP-Milw-884,181207DSP-Milw-884-90D,181207DSP-Milw-884-6M,,,,,,,,,Error Processing
Milwaukee,2018-12-05,Yes,181205DSP-Milw-883,181205DSP-Milw-883-90D,181205DSP-Milw-883-6M,,,,,,,,,Error Processing
Milwaukee,2018-12-04,No,181204DSP-Milw-882,181204DSP-Milw-882-90D,No,,,,,,,,,Error Processing
Trempealeau,2018-12-03,Yes,181203DSP-Tremp-881,181203DSP-Tremp-881-90D,181203DSP-Tremp-881-6M,,,,,,,,,Error Processing
Trempealeau,2018-11-19,Yes,1811198DSP-Tremp-880,1811198DSP-Tremp-880-90D,1811198DSP-Tremp-880-6M,,,,,,,,,No PDF
Burnett,2018-11-18,No,181118DSP-Burn-879,181118DSP-Burn-879-90D,No,,,,,,,,,Error Processing
Winnebago,2018-11-08,Yes,181108DSP-Winn-878,181108DSP-Winn-878-90D,181108DSP-Winn-878-6M,,,,,,,,,Error Processing
Milwaukee,2018-11-05,Yes,181105DSP-Milw-877,181105DSP-Milw-877-90D,181105DSP-Milw-877-6M,,,,,,,,,Error Processing
Chippewa,2018-10-30,No,181030DSP-Chipp-876,181030DSP-Chipp-876-90D,No,,,,,,,,,Error Processing
Fond du Lac,2018-10-15,Yes,181015DSP-Fond-875,181015DSP-Fond-875-90D,181015DSP-Fond-875-6M,,,,,,,,,Error Processing
Milwaukee,2018-10-21,Yes,181021DSP-Milw-874,181021DSP-Milw-874-90D,181021DSP-Milw-874-6M,,,,,,,,,Error Processing
Marathon,2018-10-18,No,181018DSP-Mara-873,181018DSP-Mara-873-90D,No,,,,,,,,,Error Processing
Vernon,2018-10-15,No,181015DSP-Vern-872,181015DSP-Vern-872-90D,No,,,,,,,,,Error Processing
Wood,2018-10-18,No,181018DSP-Wood-871,181018DSP-Wood-871-90D,No,,,,,,,,,No PDF
Sheboygan,2018-10-12,Yes,181012DSP-Sheb-870,181012DSP-Sheb-870-90D,181012DSP-Sheb-870-6M,,,,,,,,,Error Processing
Outamamie,2018-10-15,Yes,181015DSP-Outag-869,181015DSP-Outag-869-90D,181015DSP-Outag-869-6M,,,,,,,,,Error Processing
Monroe,2018-10-14,No,181014DSP-Monro-868,181014DSP-Monro-868-90D,No,,,,,,,,,Error Processing
Marathon,2018-08-08,No,180808DSP-Mara-867,180808DSP-Mara-867-90D,No,,,,,,,,,Error Processing
Juneau,2018-10-01,No,181001DSP-June-866,181001DSP-June-866-90D,No,,,,,,,,,Error Processing
Shawano,2018-09-28,No,180928DSP-Shawn-865,180928DSP-Shawn-865-90D,No,,,,,,,,,Error Processing
Monroe,2018-09-30,No,180930DSP-Monro-864,180930DSP-Monro-864-90D,No,,,,,,,,,Error Processing
Dunn,2018-09-27,Yes,180927-DSP-Dunn-863,180927-DSP-Dunn-863-90D,180927-DSP-Dunn-863-6M,,,,,,,,,No PDF
Milwaukee,2018-09-13,Yes,180913DSP-Milw-862,180913DSP-Milw-862-90D,180913DSP-Milw-862-6M,,,,,,,,,Error Processing
Milwaukee,2018-09-20,No,180920DSP-Milw-861,180920DSP-Milw-861-90D,No,,,,,,,,,Error Processing
Portage,2018-09-18,No,180918DSP-Port-860,180918DSP-Port-860-90D,No,,,,,,,,,Error Processing
Langlade,2018-09-20,Yes,180920DSP-Lang-859,180920DSP-Lang-859-90D,180920DSP-Lang-859-6M,,,,,,,,,No PDF
Wood,2018-09-17,Yes,180917DSP-Wood-858,180917DSP-Wood-858-90D,180917DSP-Wood-858-6M,,,,,,,,,Error Processing
Winnebago,2018-09-15,Yes,180915DSP-Winn-857,180915DSP-Winn-857-90D,180915DSP-Winn-857-6M,,,,,,,,,Error Processing
Winnebago,2018-09-06,Yes,180906DSP-Winn-856,180906DSP-Winn-856-90D,180906DSP-Winn-856-6M,,,,,,,,,Error Processing
Sauk,2018-09-02,No,180902DSP-Sauk-855,180902DSP-Sauk-855-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-08-27,Yes,180827DSP-Milw-854,180827DSP-Milw-854-90D,180827DSP-Milw-854-6M,,,,,,,,,Error Processing
Monroe,2018-08-24,No,180824DSP-Monro-853,180824DSP-Monro-853-90D,No,,,,,,,,,Error Processing
Winnebago,2018-08-10,No,180810DSP-Winn-852,180810DSP-Winn-852-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-07-16,No,180716DSP-Milw-851,180716DSP-Milw-851-90D,No,,,,,,,,,Error Processing
Clark,2018-08-17,No,180817DSP-Clark-850,180817DSP-Clark-850-90D,No,,,,,,,,,Error Processing
Green,2018-08-18,Yes,180818DSP-Green-849,180818DSP-Green-849-90D,180818DSP-Green-849-6M,,,,,,,,,Error Processing
Milwaukee,2018-08-16,No,180816DSP-Milw-848,180816DSP-Milw-848-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-07-28,No,180728DSP-Milw-847,180728DSP-Milw-847-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-07-12,No,180712DSP-Milw-846,180712DSP-Milw-846-90D,No,,,,,,,,,Error Processing
Monroe,2018-08-01,No,180801DSP-Monro-845,180801DSP-Monro-845-90D,No,,,,,,,,,Error Processing
Grant,2018-07-16,Yes,180716DSP-Grant-844,180716DSP-Grant-844-90D,No,,,,,,,,,Error Processing
Manitowoc,2018-07-28,No,180728DSP-Mani-843,180728DSP-Mani-843-90D,No,,,,,,,,,Error Processing
Dodge,2018-07-02,No,180702-DSP-Dodge-842,180702-DSP-Dodge-842-90D,No,,,,,,,,,No PDF
Eau Claire,2018-07-15,No,180715-DSP-EauCl-841,180715-DSP-EauCl-841-90D,No,,,,,,,,,No PDF
Milwaukee,2018-07-02,No,180702DSP-Milw-840,180702DSP-Milw-840-90D,No,,,,,,,,,Error Processing
Fond du Lac,2018-06-25,No,180625DSP-Fond-839,180625DSP-Fond-839-90D,No,,,,,,,,,No PDF
Brown,2018-06-05,Yes,180605DSP-Brown-838,180605DSP-Brown-838-90D,180605DSP-Brown-838-6M,,,,,,,,,Error Processing
Sheboygan,2018-04-24,No,180424DSP-Sheb-837,180424DSP-Sheb-837-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-05-24,No,180524DSP-Milw-836,180524DSP-Milw-836-90D,No,,,,,,,,,Error Processing
Columbia,2018-05-20,No,180520DSP-Colum-835,180520DSP-Colum-835-90D,No,,,,,,,,,Error Processing
Portage,2018-05-17,No,180517DSP-Port-834,180517DSP-Port-834-90D,No,,,,,,,,,Error Processing
Marinette,2018-05-06,No,180506-DSP-Marin-833,180506-DSP-Marin-833-90D,No,,,,,,,,,No PDF
Grant,2018-05-04,Yes,180504DSP-Grant-832,180504DSP-Grant-832-90D,180504DSP-Grant-832-6M,,,,,,,,,Error Processing
Marathon,2018-02-26,No,180226DSP-Mara-831,180226DSP-Mara-831-90D,No,,,,,,,,,Error Processing
Grant,2018-04-25,No,180425DSP-Grant-830,180329DSP-Grant-830-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-04-25,Yes,180425DSP-Milw-829,180425DSP-Milw-829-90D,180425DSP-Milw-829-6M,,,,,,,,,Error Processing
Manitowoc,2018-04-20,No,180420DSP-Mani-828,180420DSP-Mani-828-90D,No,,,,,,,,,Error Processing
Winnebago,2018-04-12,No,180412DSP-Winn-827,180329DSP-Winn-827-90D,No,,,,,,,,,Error Processing
Polk,2018-04-06,Yes,180406DSP-Polk-826,180406DSP-Polk-826-90D,180406DSP-Polk-826-6M,,,,,,,,,Error Processing
Columbia,2018-03-31,No,180331DSP-Colum-825,180331DSP-Colum-825-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-04-04,No,180404DSP-Milw-824,180404DSP-Milw-824-90D,No,,,,,,,,,Error Processing
Dane,2018-04-04,No,180404DSP-Dane-823,180404DSP-Dane-823-90D,No,,,,,,,,,Error Processing
Waukesha,2018-04-02,Yes,180402DSP-Wauk-822,180402DSP-Wauk-822-90D,180402DSP-Wauk-822-6M,,,,,,,,,Error Processing
La Crosse,2018-03-29,Yes,180329DSP-LaCr-821,180329DSP-LaCr-821-90D,180329DSP-LaCr-821-6M,,,,,,,,,Error Processing
Barron,2018-03-23,No,180323DSP-Barr-820,180329DSP-Barr-820-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-03-25,No,180325DSP-Milw-819,180325DSP-Milw-819-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-03-22,No,180322DSP-Milw-818,180322DSP-Milw-818-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-03-14,No,180314DSP-Milw-817,180314DSP-Milw-817-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-03-17,No,180317DSP-Milw-816,180317DSP-Milw-816-90D,No,,,,,,,,,Error Processing
Richland,2018-03-14,No,180314DSP-Rich-815,180314DSP-Rich-815-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-03-13,No,180310DSP-Milw-814,180310DSP-Milw-814-90D,No,,,,,,,,,Error Processing
Dane,2018-02-26,No,180226DSP-Dane-813,180226DSP-Dane-813-90D,No,,,,,,,,,Error Processing
Barron,2018-02-23,No,180223DSP-Barr-812,180223DSP-Barr-812-90D,No,,,,,,,,,Error Processing
Marathon,2017-08-04,Yes,170804DSP-Mara-811,170804DSP-Mara-811-90D,170804DSP-Mara-811-6M,,,,,,,,,Error Processing
Milwaukee,2018-02-18,No,180218DSP-Milw-810,180218DSP-Milw-810-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-15,Yes,180215DSP-Milw-809,180215DSP-Milw-809-90D,180215DSP-Milw-809-6M,,,,,,,,,Error Processing
Fond du Lac,2018-02-06,Yes,180206DSP-Fond-808,180206DSP-Fond-808-90D,180206DSP-Fond-808-6M,,,,,,,,,Error Processing
Dane,2018-02-13,No,180213DSP-Dane-807,180213DSP-Dane-807-90D,No,,,,,,,,,Error Processing
Dane,2018-02-08,No,180208DSP-Dane-806,180208DSP-Dane-806-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-10,No,180210DSP-Milw-805,180210DSP-Milw-805-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-08,No,180208DSP-Milw-804,180208DSP-Milw-804-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-07,No,180207DSP-Milw-803,180207DSP-Milw-803-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-02,No,180202DSP-Milw-802,180202DSP-Milw-802-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-02-02,Yes,180202DSP-Milw-801,180202DSP-Milw-801-90D,180202DSP-Milw-801-6M,,,,,,,,,Error Processing
Grant,2018-01-25,No,180125DSP-Grant-800,180125DSP-Grant-800-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-01-18,No,180118DSP-Milw-799,180118DSP-Milw-799-90D,No,,,,,,,,,Error Processing
