County,Date of  Incident,Practice  Review?,Notification,90 Day,6 Month,age,gender,in_home,out_home,Serious Injury,Death / Alleged maltreatment,Egregious incident,Death / Alleged suicide in out-of-home care,status
Milwaukee,2015-10-25,No,151025DSP-Milw-572,151025DSP-Milw-572-90D,151025DSP-Milw-572-6M,,,,,,,,,No PDF
Milwaukee,2015-10-20,No,151020DSP-Milw-571,151020DSP-Milw-571-90D,No,,,,,,,,,No PDF
Outagamie,2015-10-20,No,151020DSP-Outag-570,151020DSP-Outag-570-90D,No,,,,,,,,,No PDF
Milwaukee,2015-10-20,No,151020DSP-Milw-569,151020DSP-Milw-569-90D,No,,,,,,,,,No PDF
Brown,2015-08-25,No,150825DSP-Brown-568,150825DSP-Brown-568-90D,No,,,,,,,,,No PDF
Milwaukee,2015-10-20,No,151020DSP-Milw-567,151020DSP-Milw-567-90D,No,,,,,,,,,No PDF
Milwaukee,2015-10-06,No,151006DSP-Milw-566,151007DSP-Milw-566-90D,No,,,,,,,,,No PDF
Menominee,2015-10-04,No,151004DSP-Meno-565,151004DSP-Meno-565-90D,No,,,,,,,,,No PDF
Milwaukee,2015-09-25,No,150925DSP-Milw-564,150925DSP-Milw-564-90D,150925DSP-Milw-564-6M,,,,,,,,,No PDF
Milwaukee,2015-08-26,No,150826DSP-Milw-563,150826DSP-Milw-563-90D,No,,,,,,,,,No PDF
Brown,2015-09-13,No,150913DSP-Brown-562,150913DSP-Brown-562-90D,No,,,,,,,,,No PDF
Kenosha,2015-09-12,No,150912DSP-Keno-561,150912DSP-Keno-561-90D,No,,,,,,,,,No PDF
Marathon,2015-09-01,No,150901DSP-Mara-560,150901DSP-Mara-560-90D,No,,,,,,,,,No PDF
Bayfield,2015-08-29,No,150829DSP-Bayf-559,150829DSP-Bayf-559-90D,150829DSP-Bayf-559-6M,,,,,,,,,No PDF
La Crosse,2015-08-25,No,150825DSP-Lacr-558,150825DSP-Lacr-558-90D,No,,,,,,,,,No PDF
Outagamie,2015-08-26,No,150826DSP-Outag-557,150826DSP-Outa-557-90D,No,,,,,,,,,No PDF
Walworth,2015-08-12,No,150812DSP-Walw-556,150812DSP-Walw-556-90D,No,,,,,,,,,No PDF
La Crosse,2015-08-15,No,150815DSP-Lacr-555,150815DSP-Lacr-555-90D,150815DSP-Lacr-555-6M,,,,,,,,,No PDF
Brown,2015-07-05,No,150705DSP-Brown-554,150805DSP-Brown-554-90D,No,,,,,,,,,No PDF
Dane,2015-07-22,No,150722DSP-Dane-552,150722DSP-Dane-552-90D,No,,,,,,,,,No PDF
Milwaukee,2015-07-20,No,150720DSP-Milw-551,150720DSP-Milw-551-90D,150720DSP-Milw-551-6M,,,,,,,,,No PDF
Marathon,2015-07-15,No,150715DSP-Mara-550,150715DSP-Mara-550-90D,150715DSP-Mara-550-6M,,,,,,,,,No PDF
Dane,2015-07-19,No,150719DSP-Dane-549,150719DSP-Dane-549-90D,No,,,,,,,,,No PDF
Milwaukee,2015-07-15,No,150715DSP-Milw-548,150715DSP-Milw-548-90D,150715DSP-Milw-548-6M,,,,,,,,,No PDF
Rock,2015-07-10,No,150710DSP-Rock-547,150710DSP-Rock-547-90D,150710DSP-Rock-547-6M,,,,,,,,,No PDF
Fond du Lac,2015-07-07,No,150707DSP-Fond-546,150707DSP-Fond-546-90D,No,,,,,,,,,No PDF
Rock,2015-07-05,No,150705DSP-Rock-545,150705DSP-Rock-545-90D,No,,,,,,,,,No PDF
Marathon,2015-07-02,No,150702DSP-Mara-544,150702DSP-Mara-544-90D,No,,,,,,,,,No PDF
Milwaukee,2015-07-01,No,150701DSP-Milw-543,150701DSP-Milw-543-90D,No,,,,,,,,,No PDF
Milwaukee,2015-06-25,No,150625DSP-Milw-542,150625DSP-Milw-542-90D,No,,,,,,,,,No PDF
Marathon,2015-06-23,No,150623DSP-Mara-541,150623DSP-Mara-541-90D,No,,,,,,,,,No PDF
Columbia,2015-06-19,No,150619DSP-Colum-540,150619DSP-Colum-540-90D,No,,,,,,,,,No PDF
Marathon,2015-06-19,No,150619DSP-Mara-539,150619DSP-Mara-539-90D,No,,,,,,,,,No PDF
Vilas,2015-06-13,No,150613DSP-Vilas-538,150613DSP-Vilas-538-90D,No,,,,,,,,,No PDF
Outagamie,2015-06-14,No,150614DSP-Outag-537,150614DSP-Outag-537-90D,No,,,,,,,,,No PDF
Monroe,2015-06-06,No,150606DSP-Monro-536,150606DSP-Monro-536-90D,150606DSP-Monro-536-6M,,,,,,,,,No PDF
Milwaukee,2015-06-01,No,150601DSP-Milw-535,150601DSP-Milw-535-90D,150601DSP-Milw-535-6M,,,,,,,,,No PDF
Clark,2015-05-27,No,150527DSP-Clark-534,150527DSP-Clark-534-90D,No,,,,,,,,,No PDF
Waukesha,2015-05-21,No,150521DSP-Wauk-533,150521DSP-Wauk-533-90D,No,,,,,,,,,No PDF
Sawyer,2015-05-21,No,150521DSP-Sawyer-532,150521DSP-Sawyer-532-90D,No,,,,,,,,,No PDF
Milwaukee,2015-04-13,No,150413DSP-Milw-531,150413DSP-Milw-531-90D,No,,,,,,,,,No PDF
Winnebago,2015-05-10,No,150510DSP-Winn-530,150511DSP-Winn-530-90D,No,,,,,,,,,No PDF
Dane,2015-04-21,No,150421DSP-Dane-529,150421DSP-Dane-529-90D,No,,,,,,,,,No PDF
Dane,2015-04-14,No,150414DSP-Dane-528,150414DSP-Dane-528-90D,150414DSP-Dane-528-6M,,,,,,,,,No PDF
La Crosse,2015-04-18,No,150418DSP-Lacr-527,150418DSP-Lacr-527-90D,150418DSP-Lacr-527-6M,,,,,,,,,No PDF
Sheboygan,2015-04-17,No,150417DSP-Sheb-526,150417DSP-Sheb-526-90D,No,,,,,,,,,No PDF
Dane,2015-04-06,No,150406DSP-Dane-525,150408DSP-Dane-525-90D,No,,,,,,,,,No PDF
Milwaukee,2015-04-02,No,150402DSP-Milw-524,150304DSP-Milw-524-90D,No,,,,,,,,,No PDF
Waukesha,2015-03-04,No,150304DSP-Wauk-523,150304DSP-Wauk-523-90D,150304DSP-Wauk-523-6M,,,,,,,,,No PDF
Sheboygan,2015-03-18,No,150318DSP-Sheb-522,150318DSP-Sheb-522-90D,No,,,,,,,,,No PDF
La Crosse,2015-03-15,No,150315DSP-Lacr-521,150315DSP-Lacr-521-90D,No,,,,,,,,,No PDF
Kenosha,2015-03-09,No,150309DSP-Keno-520,150309DSP-Keno-520-90D,No,,,,,,,,,No PDF
Milwaukee,2015-03-18,No,150318DSP-Milw-519,150318DSP-Milw-519-90D,No,,,,,,,,,No PDF
Monroe,2015-03-09,No,150309DSP-Monro-518,150309DSP-Monro-518-90D,No,,,,,,,,,No PDF
Winnebago,2013-02-03,No,150203DSP-Winn-517,150307DSP-Winn-517-90D,No,,,,,,,,,No PDF
Walworth,2014-12-09,No,141209DSP-Walw-516,141209DSP-Walw-516-90D,No,,,,,,,,,No PDF
Washburn,2015-02-25,No,150225DSP-Wshb-515,150225DSP-Wshb-515-90D,No,,,,,,,,,No PDF
Dane,2015-02-23,No,150223DSP-Dane-514,150223DSP-Dane-514-90D,No,,,,,,,,,No PDF
Winnebago,2015-02-03,No,150203DSP-Winn-513,150218DSP-Winn-513-90D,No,,,,,,,,,No PDF
Milwaukee,2015-02-16,No,150216DSP-Milw-512,150216DSP-Milw-512-90D,150216DSP-Milw-512-6M,,,,,,,,,No PDF
Monroe,2015-02-17,No,150217DSP-Monro-511,150217DSP-Monro-511-90D,No,,,,,,,,,No PDF
Milwaukee,2015-02-13,No,150213DSP-Milw-510,150103DSP-Milw-510-90D,No,,,,,,,,,No PDF
Brown,2015-02-03,No,150203DSP-Brown-509,150203DSP-Brown-509-90D,150203DSP-Brown-509-6M,,,,,,,,,No PDF
Marinette,2015-02-02,No,150202DSP-Marin-508,150202DSP-Marin-508-90D,No,,,,,,,,,No PDF
Milwaukee,2015-01-23,No,150123DSP-Milw-507,150123DSP-Milw-507-90D,150123DSP-Milw-507-6M,,,,,,,,,No PDF
Menominee,2015-01-17,No,150117DSP-Meno-506,150117DSP-Meno-506-90D,150117DSP-Meno-506-6M,,,,,,,,,No PDF
Milwaukee,2015-01-09,No,150109DSP-Milw-505,150109DSP-Milw-505-90D,No,,,,,,,,,No PDF
Dane,2015-01-01,No,150101DSP-Dane-504,150101DSP-Dane-504-90D,150101DSP-Dane-504-6M,,,,,,,,,No PDF
Grant,2015-01-02,No,150102DSP-Grant-503,150102DSP-Grant-503-90D,No,,,,,,,,,No PDF
Kenosha,2015-01-02,No,150102DSP-Keno-502,150102DSP-Keno-502-90D,No,,,,,,,,,No PDF
Oconto,2014-12-17,No,141217DSP-Ocon-501,141217DSP-Ocon-501-90D,No,,,,,,,,,No PDF
Wood,2014-11-08,No,141128DSP-Wood-500,141128DSP-Wood-500-90D,No,,,,,,,,,No PDF
Milwaukee,2014-11-30,No,141130DSP-Milw-499,141201DSP-Milw-499-90D,No,,,,,,,,,No PDF
Kenosha,2014-12-01,No,141201DSP-Keno-498,141201DSP-Keno-498-90D,No,,,,,,,,,No PDF
Milwaukee,2014-11-16,No,141116DSP-Milw-497,141122DSP-Milw-497-90D,No,,,,,,,,,No PDF
Chippewa,2014-11-13,No,141113DSP-Chipp-496,141113DSP-Chipp-496-90D,No,,,,,,,,,No PDF
Kenosha,2014-11-18,No,141118DSP-Keno-495,141118DSP-Keno-495-90D,No,,,,,,,,,No PDF
Wood,2014-10-30,No,141030DSP-Wood-494,141030DSP-Wood-494-90D,141030DSP-Wood-494-6M,,,,,,,,,No PDF
La Crosse,2014-10-28,No,141028DSP-Lacr-493,141028DSP-Lacr-493-90D,No,,,,,,,,,No PDF
Rock,2014-10-02,No,141002DSP-Rock-492,141002DSP-Rock-492-90D,No,,,,,,,,,No PDF
Milwaukee,2014-10-16,No,141016DSP-Milw-491,141016DSP-Milw-491-90D,141016-DSP-Milw-491-6M,,,,,,,,,No PDF
Manitowoc,2014-10-17,No,141017DSP-Mani-490,141017DSP-Mani-490-90D,No,,,,,,,,,No PDF
Rock,2014-10-11,No,141011DSP-Rock-489,141011DSP-Rock-489-90D,No,,,,,,,,,No PDF
Clark,2014-10-08,No,141008DSP-Clark-488,141008DSP-Clark-488-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-10-10,No,141010DSP-Fond-487,141010DSP-Fond-487-90D,No,,,,,,,,,No PDF
Waukesha,2014-10-06,No,141006DSP-Wauk-486,141006DSP-Wauk-486-90D,141006DSP-Wauk-486-6M,,,,,,,,,No PDF
Dane,2014-10-05,No,141005DSP-Dane-485,141005DSP-Dane-485-90D,No,,,,,,,,,No PDF
Marinette,2014-09-19,No,140919DSP-Marin-484,140919DSP-Marin-484-90D,No,,,,,,,,,No PDF
Jackson,2014-09-26,No,140926DSP-Jack-483,140926DSP-Jack-483-90D,No,,,,,,,,,No PDF
Manitowoc,2014-09-22,No,140922DSP-Mani-482,140922DSP-Mani-482-90D,No,,,,,,,,,No PDF
Oconto,2014-09-22,No,140922DSP-Ocon-481,140922DSP-Ocon-481-90D,No,,,,,,,,,No PDF
Walworth,2014-08-14,No,140814DSP-Walw-480,140814DSP-Walw-480-90D,No,,,,,,,,,No PDF
Polk,2014-09-20,No,140920DSP-Polk-479,140920DSP-Polk-479-90D,140920DSP-Polk-479-6M,,,,,,,,,No PDF
Winnebago,2014-09-18,No,140918DSP-Winn-478,140918DSP-Winn-478-90D,140918DSP-Winn-478-6M,,,,,,,,,No PDF
Dane,2014-09-19,No,140919DSP-Dane-477,140919DSP-Dane-477-90D,No,,,,,,,,,No PDF
Sheboygan,2014-08-30,No,140830DSP-Sheb-476,140830DSP-Sheb-476-90D,No,,,,,,,,,No PDF
Rock,2014-09-06,No,140906DSP-Rock-475,140906DSP-Rock-475-90D,No,,,,,,,,,No PDF
Winnebago,2014-08-26,No,140826DSP-Winn-474,140826DSP-Winn-474-90D,No,,,,,,,,,No PDF
Brown,2014-08-27,No,140827DSP-Brown-473,140827DSP-Brown-473-90D,No,,,,,,,,,No PDF
Ashland,2014-08-24,No,140824DSP-Ashl-472,140824DSP-Ashl-472-90D,140824DSP-Ashl-472-6M,,,,,,,,,No PDF
Walworth,2014-06-27,No,140627DSP-Walw-471,140627DSP-Walw-471-90D,No,,,,,,,,,No PDF
Marinette,2014-06-28,No,140628DSP-Marin-470,140628DSP-Marin-470-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-08-13,No,140813DSP-Fond-469,140813DSP-Fond-469-90D,No,,,,,,,,,No PDF
Manitowoc,2014-08-13,No,140813DSP-Mani-468,140813DSP-Mani-468-90D,No,,,,,,,,,No PDF
Brown,2014-08-07,No,140807DSP-Brown-467,140807DSP-Brown-467-90D,No,,,,,,,,,No PDF
Milwaukee,2014-07-23,No,140723DSP-Milw-466,140723DSP-Milw-466-90D,140723DSP-Milw-466-6M,,,,,,,,,No PDF
Milwaukee,2014-07-23,No,140723DSP-Milw-465,140723DSP-Milw-465-90D,140723DSP-Milw-465-6M,,,,,,,,,No PDF
Monroe,2014-08-04,No,140804DSP-Monro-464,140804DSP-Monro-464-90D,No,,,,,,,,,No PDF
Columbia,2014-07-25,No,140725DSP-Colum-463,140725DSP-Colum-463-90D,No,,,,,,,,,No PDF
Wood,2014-07-23,No,140723DSP-Wood-462,140723DSP-Wood-462-90D,No,,,,,,,,,No PDF
Brown,2014-07-12,No,140712DSP-Brown-461,140721DSP-Brown-461-90D,No,,,,,,,,,No PDF
Milwaukee,2014-07-17,No,140717DSP-Milw-460,140717DSP-Milw-460-90D,No,,,,,,,,,No PDF
Richland,2014-07-02,No,140702DSP-Rich-459,140702DSP-Rich-459-90D,No,,,,,,,,,No PDF
Walworth,2014-07-03,No,140703DSP-Walw-458,140703DSP-Walw-458-90D,No,,,,,,,,,No PDF
Dodge,2014-07-03,No,140703DSP-Dodge-457,140703DSP-Dodge-457-90D,140703DSP-Dodge-457-6M,,,,,,,,,No PDF
Rock,2014-07-02,No,140702DSP-Rock-456,140702DSP-Rock-456-90D,140702DSP-Rock-456-6M,,,,,,,,,No PDF
Buffalo,2015-06-14,No,140614DSP-Buff-455,140614DSP-Buff-455-90D,No,,,,,,,,,No PDF
Brown,2014-06-25,No,140625DSP-Brown-454,140625DSP-Brown-454-90D,No,,,,,,,,,No PDF
Dodge,2014-06-27,No,140627DSP-Dodge-453,140627DSP-Dodge-453-90D,No,,,,,,,,,No PDF
Milwaukee,2014-06-26,No,140626DSP-Milw-452,140626DSP-Milw-452-90D,No,,,,,,,,,No PDF
Brown,2014-06-25,No,140625DSP-Brown-451,140625DSP-Brown-451-90D,No,,,,,,,,,No PDF
Milwaukee,2014-06-21,No,140621DSP-Milw-450,140621DSP-Milw-450-90D,140621DSP-Milw-450-6M,,,,,,,,,No PDF
Green Lake,2014-06-13,No,140613DSP-Grnlk-449,140613DSP-Grnlk-449-90D,No,,,,,,,,,No PDF
Juneau,2014-06-04,No,140604DSP-June-448,140604DSP-June-448-90D,No,,,,,,,,,No PDF
Brown,2014-06-01,No,140601DSP-Brown-447,140601DSP-Brown-447-90D,No,,,,,,,,,No PDF
Waupaca,2015-05-24,No,140524DSP-Waup-446,140524DSP-Waup-446-90D,140524DSP-Waup-446-6M,,,,,,,,,No PDF
Milwaukee,2014-05-21,No,140521DSP-Milw-445,140521DSP-Milw-445-90D,140521DSP-Milw-445-6M,,,,,,,,,No PDF
Dane,2014-05-17,No,140517DSP-Dane-444,140517DSP-Dane-444-90D,140517DSP-Dane-444-6M,,,,,,,,,No PDF
Brown,2014-05-10,No,140510DSP-Brown-443,140510DSP-Brown-443-90D,140510DSP-Brown-443-6M,,,,,,,,,No PDF
Winnebago,2014-05-14,No,140514DSP-Winn-442,140514DSP-Winn-442-90D,140514DSP-Winn-442-6M,,,,,,,,,No PDF
Rock,2014-05-10,No,140510DSP-Rock-441,140510DSP-Rock-441-90D,No,,,,,,,,,No PDF
Winnebago,2014-05-01,No,140501DSP-Winn-440,140501DSP-Winn-440-90D,140501DSP-Winn-440-6M,,,,,,,,,No PDF
Portage,2014-05-03,No,140503DSP-Port-439,140503DSP-Port-439-90D,140503DSP-Port-439-6M,,,,,,,,,No PDF
Winnebago,2014-04-26,No,140426DSP-Winn-438,140426DSP-Winn-438-90D,No,,,,,,,,,No PDF
Jefferson,2014-05-02,No,140502DSP-Jeff-437,140502DSP-Jeff-437-90D,140502DSP-Jeff-437-6M,,,,,,,,,No PDF
Rock,2014-04-24,No,140424DSP-Rock-436,140424DSP-Rock-436-90D,No,,,,,,,,,No PDF
Vilas,2014-04-24,No,140424DSP-Vilas-435,140424DSP-Vilas-435-90D,No,,,,,,,,,No PDF
Sheboygan,2014-04-25,No,140425DSP-Sheb-434,140425DSP-Sheb-434-90D,No,,,,,,,,,No PDF
Milwaukee,2014-03-26,No,140326DSP-Milw-433,140326DSP-Milw-433-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-04-22,No,140422DSP-Fond-432,140422DSP-Fond-432-90D,140422DSP-Fond-432-6M,,,,,,,,,No PDF
Saint Croix,2014-04-08,No,140408DSP-Stcro-431,140408DSP-Stcro-431-90D,No,,,,,,,,,No PDF
Dane,2014-04-05,No,140405DSP-Dane-430,140405DSP-Dane-430-90D,No,,,,,,,,,No PDF
Milwaukee,2014-03-12,No,140312DSP-Milw-429,140312DSP-Milw-429-90D,No,,,,,,,,,No PDF
Calumet,2014-03-11,No,140311DSP-Calu-428,140311DSP-Calu-428-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-03-05,No,140305DSP-Fond-427,140305DSP-Fond-427-90D,140305DSP-Fond-427-6M,,,,,,,,,No PDF
Forest,2013-07-28,No,130728DSP-Fore-426,130728DSP-Fore-426-90D,130728DSP-Fore-426-6M,,,,,,,,,No PDF
Forest,2012-12-11,No,121211DSP-Fore-425,121211DSP-Fore-425-90D,121211DSP-Fore-425-6M,,,,,,,,,No PDF
Jackson,2014-03-10,No,140310DSP-Jack-424,140310DSP-Jack-424-90D,140310DSP-Jack-424-6M,,,,,,,,,No PDF
Kenosha,2014-03-13,No,140313DSP-Keno-423,140313DSP-Keno-423-90D,No,,,,,,,,,No PDF
Milwaukee,2014-03-09,No,140309DSP-Milw-422,140309DSP-Milw-422-90D,No,,,,,,,,,No PDF
Wood,2014-03-05,No,140305DSP-Wood-421,140305DSP-Wood-421-90D,140305DSP-Wood-421-6M,,,,,,,,,No PDF
Marathon,2014-02-26,No,140226DSP-Mara-420,140226DSP-Mara-420-90D,No,,,,,,,,,No PDF
Oconto,2014-02-21,No,140221DSP-Ocon-419,140221DSP-Ocon-419-90D,No,,,,,,,,,No PDF
Milwaukee,2013-12-09,No,131209DSP-Milw-418,131209DSP-Milw-418-90D,No,,,,,,,,,No PDF
Rock,2013-12-25,No,131225DSP-Rock-417,131225DSP-Rock-417-90D,No,,,,,,,,,No PDF
Dunn,2014-02-07,No,140207DSP-Dunn-416,140207DSP-Dunn-416-90D,No,,,,,,,,,No PDF
Dodge,2014-01-20,No,140120DSP-Dodge-415,140120DSP-Dodge-415-90D,No,,,,,,,,,No PDF
Columbia,2014-01-20,No,140120DSP-Colum-415,140120DSP-Colum-415-90D,140120DSP-Colum-415-6M,,,,,,,,,No PDF
Chippewa,2014-02-04,No,140204DSP-Chipp-414,140204DSP-Chipp-414-90D,No,,,,,,,,,No PDF
Kenosha,2014-02-04,No,140204DSP-Keno-413,140204DSP-Keno-413-90D,140204DSP-Keno-413-6M,,,,,,,,,No PDF
Washington,2014-02-03,No,140203DSP-Wash-412,140203DSP-Wash-412-90D,No,,,,,,,,,No PDF
Brown,2014-01-21,No,140121DSP-Brown-411,140121DSP-Brown-411-90D,140121DSP-Brown-411-6M,,,,,,,,,No PDF
Jefferson,2014-01-20,No,140120DSP-Jeff-410,140120DSP-Jeff-410-90D,No,,,,,,,,,No PDF
Dane,2014-01-19,No,140119DSP-Dane-409,140119DSP-Dane-409-90D,140119DSP-Dane-409-6M,,,,,,,,,No PDF
Douglas,2014-01-20,No,140120DSP-Doug-408,140120DSP-Doug-408-90D,140120DSP-Doug-408-6M,,,,,,,,,No PDF
Milwaukee,2014-01-19,No,140119DSP-Milw-407,140119DSP-Milw-407-90D,140119DSP-Milw-407-6M,,,,,,,,,No PDF
Milwaukee,2014-01-11,No,140111DSP-Milw-406,140111DSP-Milw-406-90D,140111DSP-Milw-406-6M,,,,,,,,,No PDF
Brown,2014-01-09,No,140109DSP-Brown-405,140109DSP-Brown-405-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-01-02,No,140102DSP-Fond-404,140102DSP-Fond-404-90D,No,,,,,,,,,No PDF
Fond du Lac,2014-01-09,No,140109DSP-Fond-403,140109DSP-Fond-403-90D,No,,,,,,,,,No PDF
Milwaukee,2014-01-05,No,140105DSP-Milw-402,140105DSP-Milw-402-90D,No,,,,,,,,,No PDF
Dunn,2014-01-03,No,140103DSP-Dunn-401,140103DSP-Dunn-401-90D,No,,,,,,,,,No PDF
Jefferson,2014-01-02,No,140102DSP-Jeff-400,140102DSP-Jeff-400-90D,No,,,,,,,,,No PDF
Portage,2014-01-03,No,140103DSP-Port-399,140103DSP-Port-399-90D,No,,,,,,,,,No PDF
Milwaukee,2014-01-01,No,140101DSP-Milw-398,140101DSP-Milw-398-90D,No,,,,,,,,,No PDF
Douglas,2013-12-30,No,131230DSP-Doug-397,131230DSP-Doug-397-90D,131230DSP-Doug-397-6M,,,,,,,,,No PDF
Monroe,2013-12-22,No,131222DSP-Monro-396,131222DSP-Monro-396-90D,No,,,,,,,,,No PDF
Monroe,2013-12-21,No,131221DSP-Monro-395,131221DSP-Monro-395-90D,No,,,,,,,,,No PDF
Milwaukee,2013-10-01,No,131001DSP-Milw-394,131001DSP-Milw-394-90D,131001DSP-Milw-394-6M,,,,,,,,,No PDF
Marinette,2013-11-26,No,131126DSP-Marin-393,131126DSP-Marin-393-90D,131126DSP-Marin-393-6M,,,,,,,,,No PDF
Monroe,2013-12-17,No,131217DSP-Monro-392,131217DSP-Monro-392-90D,No,,,,,,,,,No PDF
Monroe,2013-12-12,No,131212DSP-Monro-391,131121DSP-Monro-391-90D,No,,,,,,,,,No PDF
Rock,2013-12-13,No,131213DSP-Rock-390,131213DSP-Rock-390-90D,131213DSP-Rock-390-6M,,,,,,,,,No PDF
Rock,2013-10-30,No,131030DSP-Rock-389,131030DSP-Rock-389-90D,No,,,,,,,,,No PDF
Milwaukee,2013-12-01,No,131201DSP-Milw-388,131201DSP-Milw-388-90D,No,,,,,,,,,No PDF
Waupaca,2013-12-03,No,131203DSP-Waup-387,131203DSP-Waup-387-90D,131203DSP-Waup-387-6M,,,,,,,,,No PDF
Milwaukee,2013-11-26,No,131126DSP-Milw-386,131126DSP-Milw-386-90D,No,,,,,,,,,No PDF
Milwaukee,2013-11-22,No,131122DSP-Milw-385,131122DSP-Milw-385-90D,131122DSP-Milw-385-6M,,,,,,,,,No PDF
Kenosha,2013-11-13,No,131113DSP-Keno-384,131113DSP-Keno-384-90D,131113DSP-Keno-384-6M,,,,,,,,,No PDF
Dane,2013-11-09,No,131109DSP-Dane-383,131109DSP-Dane-383-90D,No,,,,,,,,,No PDF
Ozaukee,2013-11-07,No,131107DSP-Ozauk-382,131113DSP-Ozauk-382-90D,No,,,,,,,,,No PDF
Sheboygan,2013-10-31,No,131031DSP-Sheb-381,131031DSP-Sheb-381-90D,No,,,,,,,,,No PDF
Dane,2013-11-02,No,131102DSP-Dane-380,131102DSP-Dane-380-90D,No,,,,,,,,,No PDF
Rock,2013-10-30,No,131030DSP-Rock-379,131030DSP-Rock-379-90D,No,,,,,,,,,No PDF
Forest,2013-10-18,No,131018DSP-Fore-378,131018DSP-Fore-378-90D,131018DSP-Fore-378-6M,,,,,,,,,No PDF
Milwaukee,2013-09-20,No,130920DSP-Milw-377,130920DSP-Milw-377-90D,No,,,,,,,,,No PDF
Dane,2013-10-22,No,131022DSP-Dane-376,131022DSP-Dane-376-90D,131022DSP-Dane-376-6M,,,,,,,,,No PDF
Dane,2013-10-22,No,1310201DSP-Dane-375,131021DSP-Dane-375-90D,No,,,,,,,,,No PDF
Portage,2013-10-05,No,131005DSP-Port-374,131005DSP-Port-374-90D,No,,,,,,,,,No PDF
Rock,2013-10-04,No,131004DSP-Rock-373,131004DSP-Rock-373-90D,131004DSP-Rock-373-6M,,,,,,,,,No PDF
Rock,2013-10-01,No,131001DSP-Rock-372,131001DSP-Rock-372-90D,No,,,,,,,,,No PDF
Milwaukee,2013-10-06,No,131006DSP-Milw-371,131005DSP-Milw-371-90D,No,,,,,,,,,No PDF
Forest,2013-05-01,No,130501DSP-Fores-370,130501DSP-Fores-370-90D,No,,,,,,,,,No PDF
Milwaukee,2013-10-02,No,131002DSP-Milw-369,131002DSP-Milw-369-90D,No,,,,,,,,,No PDF
Milwaukee,2013-09-29,No,130929DSP-Milw-368,130929DSP-Milw-368-90D,No,,,,,,,,,No PDF
Waukesha,2013-09-25,No,130925DSP-Wauk-367,130925DSP-Wauk-367-90D,No,,,,,,,,,No PDF
Outagamie,2013-09-24,No,130924DSP-Outag-366,130924DSP-Outag-366-90D,No,,,,,,,,,No PDF
Burnett,2013-09-06,No,130906DSP-Burn-365,130906DSP-Burn-365-90D,No,,,,,,,,,No PDF
Fond du Lac,2013-09-07,No,130907DSP-Fond-364,130907DSP-Fond-364-90D,No,,,,,,,,,No PDF
Green Lake,2013-08-24,No,130824DSP-Grnlk-363,130824DSP-Grnlk-363-90D,No,,,,,,,,,No PDF
Jackson,2013-08-30,No,130830DSP-Jack-362,130830DSP-Jack-362-90D,No,,,,,,,,,No PDF
Eau Claire,2013-08-28,No,130828DSP-Eacul-361,130828DSP-Eacul-361-90D,No,,,,,,,,,No PDF
Milwaukee,2013-08-24,No,130824DSP-Milw-360,130824DSP-Milw-360-90D,No,,,,,,,,,No PDF
Oconto,2013-07-04,No,120704DSP-Ocon-359,120704DSP-Ocon-359-90D,120704DSP-Ocon-359-6M,,,,,,,,,No PDF
Marinette,2013-08-02,No,130802DSP-Marin-358,130802DSP-Marin-358-90D,No,,,,,,,,,No PDF
Marinette,2013-08-02,No,130802DSP-Marin-357,130802DSP-Marin-357-90D,No,,,,,,,,,No PDF
Dane,2013-05-13,No,130513DSP-Dane-356,130503DSP-Dane-356-90D,No,,,,,,,,,No PDF
Milwaukee,2013-08-13,No,130813DSP-Milw-355,130813DSP-Milw-355-90D,No,,,,,,,,,No PDF
Kenosha,2013-08-09,No,130809DSP-Keno-354,130809DSP-Keno-354-90D,130809DSP-Keno-354-6M,,,,,,,,,No PDF
Eau Claire,2013-08-06,No,130806DSP-Eacul-353,130806DSP-Eacul-353-90D,No,,,,,,,,,No PDF
Oneida,2013-07-27,No,130727DSP-Onei-352,130727DSP-Onei-352-90D,130727DSP-Onei-352-6M,,,,,,,,,No PDF
Milwaukee,2013-07-24,No,130724DSP-Milw-351,130724DSP-Milw-351-90D,No,,,,,,,,,No PDF
Kenosha,2013-08-02,No,130802DSP-Keno-350,130802DSP-Keno-350-90D,130802DSP-Keno-350-6M,,,,,,,,,No PDF
Jackson,2013-07-30,No,130730DSP-Jack-349,130730DSP-Jack-349-90D,140613DSP-Grnlk-449-6M,,,,,,,,,No PDF
Milwaukee,2013-07-24,No,130724DSP-Milw-348,130724DSP-Milw-348-90D,No,,,,,,,,,No PDF
milwaukee,2013-07-18,No,130718DSP-Milw-347,130718DSP-Milw-347-90D,No,,,,,,,,,No PDF
Columbia,2013-07-15,No,130715DSP-Colum-346,130715DSP-Colum-346-90D,No,,,,,,,,,No PDF
Milwaukee,2013-07-02,No,130702DSP-Milw-345,130702DSP-Milw-345-90D,No,,,,,,,,,No PDF
La Crosse,2013-07-14,No,130714DSP-Lacr-344,130714DSP-Lacr-344-90D,No,,,,,,,,,No PDF
